persona_description;test_instruction;item
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Starts arguments with others. 2.Shows a lot of Enthusiasm. 3.Is relaxed, handles stress well.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Tends to be disorganized. 2.Is compassionate, has a soft heart. 3.Has an assertive personality.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;"1.Feels secure, comfortable with self. 2.Has difficulty getting started on tasks. 3.Tends to find fault with others"""
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is suspicious of others’ intentions. 2.Prefers to have others take charge. 3.Often feels sad.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is moody, has up and down mood swings. 2.Is curious about many different things. 3.Keeps things neat and tidy.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Thinks poetry and plays are boring. 2.Can be tense. 3.Can be somewhat careless.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Has difficulty imagining things. 2.Keeps their emotions under control. 3.Tends to be quiet.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is inventive, finds clever ways to do things. 2.Is sometimes shy, introverted. 3.Is efficient, gets things done.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is temperamental, gets emotional easily. 2.Is sometimes rude to others. 3.Has little interest in abstract Ideas.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is emotionally stable, not easily upset. 2.Is complex, a deep thinker. 3.Is dependable, steady.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is fascinated by art, music, or literature. 2.Is polite, courteous to others. 3.Is dominant, acts as a leader.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Tends to feel depressed, blue. 2.Tends to be lazy. 3.Rarely feels excited or eager.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is full of energy. 2.Feels little sympathy for others. 3.Sometimes behaves irresponsibly.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Evaluating the statement,;1.Is talkative. 2.Has a forgiving nature. 3.Rarely feels anxious or afraid.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is reliable, can always be counted on. 2.Is original, comes up with new Ideas. 3.Is outgoing, sociable.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Avoids intellectual, philosophical discussions. 2.Finds it hard to influence people. 3.Can be cold and uncaring.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is systematic, likes to keep things in order. 2.Stays optimistic after experiencing a setback. 3.Values art and beauty.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;"1.Leaves a mess, doesn’t clean up. 2.Has little creativity. 3.Is helpful and unselfish with others"""
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;"1.Is persistent, works until the task is finished. 2.Has few artistic interests. 3.Assumes the best about people"""
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is less active than other people. 2.Is respectful, treats others with respect. 3.Worries a lot.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Starts arguments with others. 2.Shows a lot of Enthusiasm. 3.Is relaxed, handles stress well.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Tends to be disorganized. 2.Is compassionate, has a soft heart. 3.Has an assertive personality.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;"1.Feels secure, comfortable with self. 2.Has difficulty getting started on tasks. 3.Tends to find fault with others"""
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is suspicious of others’ intentions. 2.Prefers to have others take charge. 3.Often feels sad.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is moody, has up and down mood swings. 2.Is curious about many different things. 3.Keeps things neat and tidy.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Thinks poetry and plays are boring. 2.Can be tense. 3.Can be somewhat careless.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Has difficulty imagining things. 2.Keeps their emotions under control. 3.Tends to be quiet.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is inventive, finds clever ways to do things. 2.Is sometimes shy, introverted. 3.Is efficient, gets things done.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is temperamental, gets emotional easily. 2.Is sometimes rude to others. 3.Has little interest in abstract Ideas.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is emotionally stable, not easily upset. 2.Is complex, a deep thinker. 3.Is dependable, steady.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is fascinated by art, music, or literature. 2.Is polite, courteous to others. 3.Is dominant, acts as a leader.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Tends to feel depressed, blue. 2.Tends to be lazy. 3.Rarely feels excited or eager.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is full of energy. 2.Feels little sympathy for others. 3.Sometimes behaves irresponsibly.
I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck.;Regarding the statement,;1.Is talkative. 2.Has a forgiving nature. 3.Rarely feels anxious or afraid.
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;1.Is reliable, can always be counted on. 2.Is original, comes up with new Ideas. 3.Is outgoing, sociable.
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;1.Avoids intellectual, philosophical discussions. 2.Finds it hard to influence people. 3.Can be cold and uncaring.
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;1.Is systematic, likes to keep things in order. 2.Stays optimistic after experiencing a setback. 3.Values art and beauty.
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;"1.Leaves a mess, doesn’t clean up. 2.Has little creativity. 3.Is helpful and unselfish with others"""
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;"1.Is persistent, works until the task is finished. 2.Has few artistic interests. 3.Assumes the best about people"""
I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball.;Considering the statement,;1.Is less active than other people. 2.Is respectful, treats others with respect. 3.Worries a lot.
